title,url,contentText
静悄悄的618，李佳琦们为何集体“隐身”？,https://finance.sina.com.cn/tech/csj/2025-06-16/doc-infafyan9767737.shtml,"　　■这个618，超头主播在干吗？　　■超头主播低调的背后　　■ 带货主播格局会如何演变？　　作者｜竹铭　　今年618的首日提前到了5月13日，提前了整整36天，号称“史上最长618”。　　然而，相比以往的热闹场面，今年变得冷清了不少。各家电商平台的宣传攻势显得不温不火，消费者的兴趣也在降温。就像一场被调低音量的演唱会——舞台还是那个舞台，但观众不再尖叫。　　最为明显的是，过去卖力吆喝、无比活跃的超头主播们，也变得异常低调。小杨哥和薇娅基本已经消失匿迹，李佳琦和辛巴的直播场次变少，罗永浩去了声量更小的百度电商。如今风头正劲的董宇辉，直播场次也不算多，而且此前直言“抵触卖东西”，显得较为“佛系”。　　这些曾经掌控流量密码的操盘手，正在集体转向何方？在这背后，电商江湖正在搅动怎样的变局？　　01低调的超头主播：　　从流量中心到去中心化　　今年618，直播间里的超头主播正以肉眼可见的速度减少。　　作为“淘宝一哥”，李佳琦在经历“口红事件”后低调了不少。今年618他还是如期而至，不过只重点押注预售日和开卖日，其余时间全交给其他主播。对比去年的节奏，李佳琦露面频次大幅下滑。　　李佳琦已经是备战618相对积极的超头主播了。　　董宇辉现在是“抖音一哥”，他跟团队在618首日创下单场1.76亿元销售额的成绩，刷新了2024年开播以来的单日销售纪录。不过，董宇辉本人表现较为佛系，出现在直播间的频率和时长并不算高。　　今年5月13日-6月6日，董宇辉仅参与6场直播，总时长13.5小时，平均每场约2.25小时。根据“与辉同行”给出的专场预告，6月9日~6月15日董宇辉只有三场直播，每场两小时，延续去年就有的“不怎么积极”态度。　　过去的“抖音一哥”罗永浩，转战抖音、淘宝、京东后，来到了体量最小的百度电商。　　前不久，罗永浩在百度优选开启首场直播，虽然销售额破5000万元刷新了平台单场记录，直播观看人数达到1075.6 万，但跟他在其他几个平台的带货首秀相比不值一提。要知道，2020年罗永浩在抖音首秀拿到1.1亿元销售额，累计观看人数超4800万人。更多人惊讶的是：百度竟然还有电商业务？　　曾经的超头主播薇娅和小杨哥偶有动作，但基本消失匿迹。　　虽然这些超头都有意无意地远离热闹的带货中心，但都没歇着，而是干起五花八门的活儿。　　李佳琦这两年其实在悄悄“变花样”，他不只想靠“李佳琦”一个名号吃饭了，最典型的就是打造“小号”搞“助播矩阵”。之前他就弄了“所有女生”和“所有女生的衣橱”两个账号，让别人上阵带货。这招效果还不错，尤其是“所有女生的衣橱”去年已经能独当一面，今年618第一天甚至冲上淘宝带货榜第二，排在李佳琦本人账号的后面。　　看到这条路走得通，今年618之前李佳琦又开了第三个号，叫“所有爸妈的幸福家”，专门瞄上中老年人。这明显是要靠多个分身打天下，不全靠自己硬扛了。　　不光是李佳琦，董宇辉也在实现“离了大主播，团队照样能打”。　　今年618在董宇辉没出镜的情况下，“与辉同行”三场美妆专场GMV突破1.5亿元。特别是5月16日的直播，单日带货GMV达7500万-1亿元，创下美妆带货GMV的单日最高纪录。这说明“与辉同行”培养出了一批能自己撑场面的主播，“去董宇辉化”初见成效。　　“快手一哥”辛巴的路子也是一模一样。去年直播间被封过之后，他马上加速让徒弟们上，不把所有鸡蛋放一个篮子里。辛巴自己也说过，以后直播会越来越少了，要让辛选习惯没有辛巴。　　这次618就很明显，辛巴自己开播首场卖了超40亿，但大家更惊讶的是他徒弟蛋蛋的首场卖了10个亿。　　三位超头主播看似在不同平台使出不同动作，但核心逻辑却惊人一致：淡化个人IP依赖，把“超级英雄”变成能运转的“生态系统”。　　02　　超头主播低调背后的“四重变局”　　超头主播们的集体低调，是电商江湖生变的必然结果。　　早几年平台靠大主播冲锋陷阵，现在却都想“去中心化”，因为风险太大。薇娅、雪梨这样的顶流一旦“翻车”，平台流量直接“塌方”，销售额也跟着抖三抖。　　如今平台也学聪明了：不能把鸡蛋放一个篮子里。于是抖音、淘宝等平台纷纷调算法、给流量，力捧中腰部主播。淘宝就先后推出新领航计划、引光者联盟等政策，扶持腰部主播。　　看数据更直观，抖音电商头部达人直播GMV占比已压缩至9%，店播和中小达人直播贡献的GMV比例不断走高。　　对于平台来说，流量必须分散，生态才健康。　　品牌也开始“算账”，发现给大主播打工太不划算，而且过度依赖大主播简直是“把命交到别人手里”，李佳琦的“花西子眉笔事件”就是一个典型。　　更肉疼的是成本。付完超头主播的坑位费、佣金，算下来利润可能所剩无几。　　所以品牌纷纷“自力更生”开品牌直播间、培养自有主播，让自播或者店播常态化，减小对超头主播的依赖。　　《2025年抖音直播电商发展白皮书》数据显示，2024年抖音电商店播 GMV占比高达41%，达人直播（38%）。也有数据显示，抖音电商的货架、店播、达播以4:3:3比例排布。　　无论是哪组数据，达播交易所占的份额都在萎缩。抖音、淘宝等平台也在通过流量倾斜和现金补贴，鼓励品牌自播。　　在品牌警惕超头主播的时候，消费者也开始祛魅了。过去蹲守直播间抢“全网最低价”，现在发现所谓低价可能只是套路。　　主播翻车、虚假宣传频发（比如三只羊卖“假港牌月饼”），更让信任打折。大家不再盲目追超头主播，而是更看重专业内容、沉浸场景和真实背书。　　与此同时，行业也在发生大转向：监管严了、增长慢了，野蛮时代结束了。　　过去一段时间，直播电商行业的政策铁拳频出：打击虚假宣传、严查税务、禁止“最低价垄断”……强监管之下，超头主播面临着非常大的合规压力。以前他们粉丝多、带货猛，能够轻松获得平台的流量倾斜。如今，监管越来越严，行业趋于规范，主播们变得低调也在情理之中。　　政策收紧已经让超头主播们变得低调，更糟的是整个行业的增长也开始“踩刹车”了。　　星图数据显示，2024年618总销售额同比下滑7%，是16年来首次负增长；直播电商增速虽然还有12%，但相比前两年124%、27.6%的高增长明显放缓，超头主播挖掘增量的难度也在加大。　　去年618，李佳琦就在感叹“难”。青眼数据显示，在去年的“天猫李佳琦美妆专场直播”中，美妆类目GMV同比下滑46%。飞瓜数据显示，去年618，一些抖音头部美妆主播的GMV下滑明显，有的甚至下滑60%以上。　　当增量更难挖掘，超头主播开始淡出直播间让出自己的部分流量，用团队矩阵的方式拓宽业务边界。　　03　　未来趋势：带货主播的终局猜想　　超头主播的集体低调，看似是直播电商的退潮，实则是行业洗牌的开始。未来藏在三个关键变量中——垂类、技术和供应链。　　往后全品类通吃的超头主播可能再难出现，但细分赛道的超头主播正快速崛起。　　这是因为，在过去狂轰滥炸的营销之下，消费者已经厌倦了“全网最低价”“跨店满减”等简单粗暴的体验，转而追求专业和信任感——美妆党要成分党主播分析配方，宝妈只信育儿专家的选品测评，户外玩家盯着装备达人的极限测试。　　垂直领域的超头主播，可以更精准地捕获目标客群，并用专业知识壁垒构建护城河，会有更大机会。抖音电商总裁魏雯雯就曾说过，65%的抖音电商流量都存在于垂类赛道。　　垂类超头主播的崛起，本质是用户从“追人”转向“追专业”。而专业度的提升，离不开技术的底层支撑。　　未来，技术将重构直播带货的玩法，在解放人力的同时提升成交效率。比如，汤臣倍健直播间探索创新玩法，首次采用“主播+总裁副播”的双人数字人直播，AI每小时成交比真人提升2.6倍。以后虚拟主播或许还能实时抓热点，然后自动调整话术。　　平台也在推新技术。京东就免费开放了直播数字人、客户智能体、短视频生成等相关应用，商家丢个商品链接，AI能自动生成卖点脚本和促销视频。阿里妈妈达摩盘的“AI圈人”，能快速锁定商家的高转化用户，降低拉新成本，提高付费转化率。　　技术解放了人力，但流量转化后的长期留存，最终还得看商品值不值——这正是供应链的战场。　　未来超头主播的核心竞争力，不再是镜头前的吆喝，而是后端产业链的掌控力。李佳琦、董宇辉、辛巴都在布局自营商品，这透露着超头主播未来的共同方向：从赚佣金转向控产业链，未来竞争比拼的是后端能力。　　不管直播电商如何迭代，最终留住用户的永远是产品够不够好、价格实不实惠。供应链，才是直播电商的生死线。　　今年618的超头主播的集体低调，折射出直播电商江湖的变局：平台重掌流量分配权，品牌夺回主动权和话语权，消费者用脚投票定义价值。　　当然，超头主播的集体低调不是终点，而是直播电商行业从“个人英雄主义”到“团队系统作战”的升级。未来的赢家，要么懂专业，要么会搞技术，要么手握供应链，或者三者全占。　　直播电商的牌局刚洗牌，真正的较量现在才刚开始。

											（声明：本文仅代表作者观点，不代表新浪网立场。）
										
"
消费还是得靠00后,https://finance.sina.com.cn/tech/csj/2025-06-16/doc-infafyah3206138.shtml,"　　文｜侯恬　　泡泡玛特又一次火出圈了。　　财报显示，LABUBU所属的The Monsters系列2024年销售额突破30.4亿元，同比暴涨726.6%，收入首次超过MOLLY，成为泡泡玛特最赚钱的IP。　　除了盲盒之外，这两年黄金、宠物、量贩零食等新消费赛道也迎来爆发。新型消费冲破了此前消费行业里长期密布的阴霾，部分上市公司股价涨幅甚至超过十倍，成了中国资本市场中最具想象力的一条主线。　　泡泡玛特股价表现（自上市至今）　　只要踩中00后的消费观，生意就更有机会起飞——这是本轮消费股行情相比此前最大的不同之处。这一现象与近两年大众所熟悉消费降级、收入焦虑等判断几乎截然相反。　　这热潮背后折射出的，不是“传统消费者”消费逻辑的转变，而是00后消费逻辑的清晰。　　面对生活必需品的消费，他们也会试着和80后一样精打细算，力求性价比。但他们却更愿意为某种认同感或情感投射，去支付远超产品本身的溢价。　　看似反常，但实际上这是00后们在复杂的经济与社会环境中所做出的某种“理性叛逆”。而泡泡玛特的再次爆火，也成了这场年轻人情绪消费繁荣的一个典型案例。本文是来自《巨潮WAVE》内容团队的深度价值文章，欢迎您多平台关注。　　割裂　　此前泡泡玛特的爆火，和一个消费群体脱不开关系，就是Z世代。　　所谓Z世代，通常指1995至2009年出生的人群——95后+00后。虽然这个群体仅占中国总人口的19%，约2.62亿人，但其消费力却远超其人口份额，占据了全国总消费力的40%。泡泡玛特抓住了这群“最愿意花钱的人”的高溢价消费需求。　　根据月狐iAPP发布的数据，在泡泡玛特的活跃用户中，这一群体的占比超过了70%。但Z世代为什么会愿意花大价钱为一个小小的“塑料玩具”买单呢？　　一方面在于，这代人确实比较“有钱”。根据《Z世代消费力白皮书》数据，2020年Z世代人均月可支配收入达到3501元，远高于全国人均的2682元。另外，独生子女的背景，让他们享受到了更集中的家庭资源支持，这让他们的真实购买力远比工资数字更加强劲。　　另一方面，相比上代和上上代人群，他们更倾向于“为自己花钱”，将可支配收入优先用于满足个体需求，而不是像父母长辈一样用于储蓄、购置房产或为配偶和家庭成员投入。　　大笔花钱在泡泡玛特、潮玩手办、虚拟偶像这些看起来非刚需的消费上，可能与00后们所面临的“精神困境”有一定关系。　　相比经历过物质短缺和生存焦虑的父母辈，95后、00后们的基本生活保障已无大忧。但在一个竞争激烈、信息爆炸的环境中，他们反而面临了额外的精神压力。特别是身份认同、社交归属感、自我价值的表达，成了他们更重要的需求。　　根据马斯洛的需求层次理论，当温饱与安全不再是问题，个体的注意力自然转向中高层需求，也就是归属感、尊重感和自我认同上。00后们的基本物质生活需求不需要经过奋斗就已经得到满足，他们的消费偏好从一开始就向精神层面转移。　　《2024-2025年中国兴趣消费趋势洞察白皮书》显示，中国青年在消费中的核心诉求，由高到低分别是品质需求、社交需求、精神需求和实用需求，“实用性”已从过去的主角退居到靠后位置，而社交需求、精神需求则提到前面。　　情绪价值在消费决策中的权重，已超越了对单纯物质的追求。这导致00后们的消费行为看起来很割裂——在基础生活支出上追求“性价比”，相比所谓品牌溢价，他们看起来更注重实用性；但对于能体现个性、增强社交认同的商品，则愿意为“心价比”支付溢价。　　拼好饭外卖、拼多多购物、反季节买衣服、用军大衣替代羽绒服，这些是00后们理性的一面；而盲盒、电竞、手办、宠物、追星等，则是他们为情绪价值、圈层认同和身份表达所愿意付出的成本。　　总结下来，就是又抠又壕。　　特征　　精神消费从来都不是新鲜事。从上世纪结婚必备的“三大件”，到近代男性热衷的茅台、手表、跑车，女性追捧的奢侈品包包和顶级化妆品，都有人们在物质之外追求地位、身份和认同感而进行的“精神消费”的因素在里面。　　可以说，盲盒的出现并不稀奇，它不过是新世代的一种新的精神产品。　　如果说过去的精神消费更多是“向上认同”，即通过拥有某种高价物品向外界证明“我值得”“我成功了”，那么00后的精神消费，更像是一种“横向连接”——消费不是单纯为了买一个东西，还是在寻找一群和我一样的人。　　相比父母辈，00后们普遍成长于独生子女家庭，生活轨迹单一，但学业压力更大。他们的现实社交时间被压缩，主要靠网络宣泄情绪。由于相对“孤独”的社会环境，相对上代人，他们更渴望连接和认同。　　于是，一种以兴趣为锚点的“圈子文化”在00后群体中迅速蔓延开来。　　目前在00后“风靡”的有语C圈、谷圈、JK圈、乃至转笔圈等各种在外人看来难以理解的圈子，而消费行为，往往就是进入这些圈层的“门票”。比如，购买盲盒是加入娃圈的重要标志，就像你必须看过几场演唱会、买过一定数量的周边，才有资格被视为真正的“粉圈”成员一样。　　与奢侈品、茅台这类传统的精神消费品不同，Z世代的圈层消费门槛较低。比如基础一个盲盒售价不过59-79元，“谷子”便宜的只要十几块钱。相比动辄上万的奢侈品包，这类消费支出更易被年轻人接受，还能迅速“绑定社群身份”，成为自我表达与社交互动的的一种方式。　　00后也是和互联网共同成长的一代，这导致他们天然容易受互联网和各类社交平台的影响。相比其他世代人群，他们的购物决策更加容易受到网络以及社交平台的影响：今天小红书刷屏的穿搭，明天抖音火起来的文创玩具，后天朋友圈开始转发的隐藏款手办，社交媒体的集中讨论，往往会迅速形成“爆款”。　　像这次LABUBU的爆火，也是从国外明星到王室等有影响力的人群在社交媒体上助推的结果，在这些人群的影响下，LABUBU迅速破圈走向全球，又回过头来促进了国内的消费。　　泡沫　　总结近几年风头正盛的新消费品牌，大多精准踩中了00后人群的两类需求特征。　　一类是针对商品本身强调“实用性”的消费诉求。如万辰集团主打低价量贩零食，蜜雪冰城提供平价茶饮，拼多多依托性价比吸引大批年轻用户，本质上都是以最优性价比满足年轻用户对物质的消费需求。　　这类消费利润率不高，但消费频率高，相关企业靠“薄利多销”取胜。　　另一类消费则更多聚焦于满足00后精神层面的需求，涵盖陪伴感、归属感、炫耀心理等。这类产品虽非生活必需，消费频次不高，但单品溢价空间大，00后们对此展现出较高的支付意愿，相关产业利润水平可观。　　比如主打宠物零食的乖宝宠物，其高端猫粮品牌麦富迪售价明显高于市面杂牌。同样是2KG猫粮，麦富迪定价50元以上，而不少杂牌十几元就能买到。但00后消费者们普遍认为只要自家“毛孩子”吃得健康，贵一点也值得。　　再比如现在大火的泡泡玛特，其在中国内地的毛利率达到63.9%，远超传统玩具行业毛利率，被网友称为“塑料茅台”，哪怕部分限量款盲盒价格炒到上万元，也依然不缺人为其买单。　　泡泡玛特部分产品二手市场价格过万　　类似的还有卖“奥特曼”玩具的万代、搞医美的爱美客等，都是抓住社交、炫耀、陪伴等方面的需求，生产高溢价的产品。它们的产品不一定便宜，但足够“值”——在朋友圈能晒，在小红书能被点赞，在圈子里有话语权。　　新消费的崛起至今不过短短五年多的时间，此前的主力人群是90后，这些人经历了一轮从愿意消费到不愿意消费的周期。从2019年起，钟薛高、完美日记、元气森林、江小白等新消费品牌就陆续爆红，但热潮过后不少品牌开始掉队。　　钟薛高是典型代表，单只雪糕最高售价曾达到66元。当时出于吃之前拍照“炫耀”一下带来的情绪价值，一度成为在年轻群体中风靡的网红雪糕。但不过短短几年时间，钟薛高就从“爱马仕“沦为”雪糕刺客“，被年轻消费者抛弃了。　　如今的泡泡玛特同样面临泡沫争议，但它与钟薛高又有一些不同。　　钟薛糕纯粹依赖“炫耀型消费”来驱动销量，而泡泡玛特有一定的圈层文化作为支撑。就像二次元世界中的稀缺“谷子”，游戏里的限定道具，虽然没能出圈，但在特定群体中依然能卖出几万甚至几十万的高价。　　从某种意义上说，泡泡玛特更像是“炒鞋经济”的翻版，有一定的金融属性——当然其产品本身具备一定的设计与收藏价值。　　其脆弱性在于，一旦跟风情绪导致外部跟风者大批涌入，压过原有圈层认同，那随之而来的就是原圈层的集中退圈，带来连锁反应和价格雪崩。　　但无论泡沫何时消失，年轻人才是社会消费根基性力量的现实，已经被再次坐实了。

											（声明：本文仅代表作者观点，不代表新浪网立场。）
										
"
阅文短剧《母凭子贵》单日最高播放量超800万,https://finance.sina.com.cn/tech/shenji/2025-06-16/doc-infafyan9764240.shtml,新浪科技讯 6月16日午间消息，近日，由阅文短剧和阅文白金作家公子衍旗下工作室壹拍即火联合出品的《母凭子贵后被老板全家宠上天》登上云合数据微剧有效播放霸屏榜周榜第一，这部短剧一经播出单日最高播放量超过800万，上线一周超过百万收藏。今年3月底，阅文短剧宣布将进行业务升级，开放2000余部网文IP打造优质短剧，并发布了首批300部网文IP名单，号召全行业编剧及制作方与阅文短剧携手共创精品。阅文短剧已联合公子衍打造了多部现象级作品，年初的《好孕甜妻被钻石老公宠上》上线7天总流水破5000万，刷新平台投流纪录，还有此前改编自公子衍同名网文小说的《叮！我的首富老公已上线》表现同样抢眼，流水近3000万。责任编辑：江钰涵 
商汤科技、东明石化、好雅创科拟共建石化AI大模型联合实验室,https://finance.sina.com.cn/tob/2025-06-16/doc-infaftuk3301996.shtml,　　新浪科技讯 6月16日上午消息，据商汤科技官方微信公众号消息，近日，商汤科技、山东东明石化集团、北京好雅创新科技有限公司正式签署战略合作协议。　　据悉，通过此次战略签约，三方将共同推动人工智能赋能石化产业的创新与发展，拟共建石化AI大模型联合实验室，围绕石油化工产业的全流程生产经营管理，包括石化产业人工智能基础设施建设、智慧油田与生产优化、智能工厂与设备巡检、智能经营管理、智能营销与客户服务、碳管理与能效优化等多个关键环节，促进全面降本增效提质，推动石油和天然气行业的智能化转型。责任编辑：江钰涵 
代代珍传！姚安娜担任珍酒李渡“申遗大使”,https://finance.sina.com.cn/tob/2025-06-16/doc-infaftun1021836.shtml,　　6月16日上午消息，珍酒李渡集团今天宣布，知名青年演员姚安娜担任白酒“申遗大使”，开启白酒申遗新征程。据悉，姚安娜将深度参与珍酒李渡“申遗”项目文化推广工作。　　珍酒李渡称，“牵手”姚安娜，打破常规白酒代言之路，以打破边界、重构价值的“破圈”之举，吹响白酒申遗攻坚的冲锋号，是一次行业责任与文化使命的双向奔赴。　　据珍酒李渡介绍，姚安娜作为中国新生代青年代表，身上既有传统文化的优雅内敛，又有新时代年轻人的锐意敢为，是中国传统文化坚定的传承者、守护者和推广者。据悉，姚安娜将深度参与珍酒李渡“申遗’项目文化推广工作，通过对中国白酒文化价值的解读、文化遗产和非遗技艺的阐释和文化符号的解码，全方位展现中国白酒文化的独特魅力。　　值得注意的是，珍酒李渡发布的海报写道“非遗酿造，代代珍传”。　　姚安娜为华为公司创始人任正非之女，中国内地流行乐女歌手、影视演员。1998年1月14日出生于云南省昆明市，毕业于哈佛大学。责任编辑：江钰涵 
小米已注册YU7商标 雷军：6月底会发布多个重磅新品,https://finance.sina.com.cn/tob/2025-06-16/doc-infaftuk3297440.shtml,　　新浪科技讯 6月16日上午消息，天眼查知识产权信息显示，近日，小米科技有限责任公司申请的“XIAOMI YU7”“XIAOMI YU”商标已注册成功，国际分类包括建筑修理、科学仪器、材料加工等，上述商标均申请于去年12月。　　小米创办人，董事长兼CEO雷军今天在网络社交平台表示，小米YU7将于6月底发布，还有很多重磅新品同场一起发布，比如搭载玄戒O1芯片的第二款平板小米平板7S Pro。　　雷军还谈到，月底同场发布的重磅新品非常多，小米集团合伙人、总裁，手机部总裁，小米品牌总经理卢伟冰将在6月18日先做一场直播，提前聊聊。责任编辑：江钰涵 
宇树科技增资至288.9万 增幅约11%,https://finance.sina.com.cn/tob/2025-06-16/doc-infaftuk3295835.shtml,　　新浪科技讯 6月16日上午消息，天眼查App显示，近日，杭州宇树科技股份有限公司发生工商变更，注册资本由约259.4万人民币增至约288.9万人民币，增幅约11%。　　该公司成立于2016年8月，法定代表人为王兴兴，经营范围包括智能机器人的研发、智能机器人销售、工业机器人制造等，由王兴兴、汉海信息技术（上海）有限公司、宁波红杉科盛股权投资合伙企业（有限合伙）等共同持股。责任编辑：江钰涵 
董宇辉西安公司获旅行社业务经营许可,https://finance.sina.com.cn/tob/2025-06-16/doc-infaftun1010489.shtml,　　6月16日上午消息，天眼查App显示，近日，兰知春序（西安）科技有限公司新增旅行社业务经营许可证，许可机关为西安市文化和旅游局。该公司成立于2024年12月，法定代表人为董宇辉，注册资本500万人民币，经营范围包括互联网信息服务、网络文化经营、出版物零售、旅游业务等，由子三省（北京）科技有限公司全资持股。　　最终受益人信息显示，该公司实际控制人为董宇辉。责任编辑：江钰涵 
文远知行与Uber等签约 在迪拜部署商业化Robotaxi出行服务,https://finance.sina.com.cn/tob/2025-06-16/doc-infaftuq9839908.shtml,　　6月16日上午消息，自动驾驶科技公司文远知行WeRide宣布与迪拜道路与交通管理局RTA及全球最大的移动出行及配送科技公司优步Uber Technologies， Inc．签署合作协议。三方将携手在迪拜落地部署商业化Robotaxi出行服务。　　该服务将于今年内上线Uber平台，首批Robotaxi将进行有安全员的商业运营和纯无人测试，2026年第一季度实现纯无人商业运营。目前，文远知行与Uber已在RTA指导下，在迪拜启动Robotaxi路测工作。责任编辑：江钰涵 
饿了么进一步加码品质外卖：再投超10亿元支持优质餐饮商家,https://finance.sina.com.cn/tob/2025-06-16/doc-infafpns9967835.shtml,　　新浪科技讯 6月16日上午消息，今日，饿了么官方宣布将进一步升级“优店腾跃计划”：即日起至8月底期间，继续加码超过10亿元，通过提供新店最高3个月免佣、增加最高3个月新店期流量扶持权益，以及联合阿里生态流量资源提高曝光和订单转化等系列升级举措，进一步吸引线下优质锁品牌以及中小餐饮商家入驻，支持优质餐饮商家的数字化生意增长。（罗宁）责任编辑：江钰涵 
韩国电池厂商首次与中国整车厂商签署圆柱电池供应合同,https://finance.sina.com.cn/tob/2025-06-16/doc-infafpnn3407140.shtml,　　6月16日上午消息，据报道，韩国电池制造商LG新能源宣布，已与中国整车厂商奇瑞汽车签署了一项为期6年的46系大圆柱电池供货协议。这是韩国电池厂商首次与中国整车厂商签署圆柱电池供应合同。该订单规模达8GWh，可供约12万辆电动汽车装载。　　目前合同金额尚未公开，但有专家推测，该合同金额可能超过1万亿韩元。责任编辑：江钰涵 
4家企业哄抬地塞米松磷酸钠原料药价格被罚款3.55亿元,https://finance.sina.com.cn/tech/shenji/2025-06-16/doc-infafpns9960937.shtml,　　6月16日上午消息，国家市场监督管理总局发布消息称，近日，根据市场监管总局指定管辖，天津市市场监管委依法对自然人郭某某组织津药药业股份有限公司、浙江仙琚制药股份有限公司、江苏联环药业股份有限公司、西安国康瑞金制药有限公司达成并实施价格垄断协议作出行政处罚，罚没款合计3.62亿元，并对达成垄断协议负有个人责任的人员依法追究法律责任。　　2024年4月，天津市市场监管委对该案立案调查。经查，2021年11月起，自然人郭某某通过沟通联络、组织聚会、实地走访等方式，与4家企业相关人员商讨提高地塞米松磷酸钠原料药价格，达成停止价格竞争、共同涨价的口头协议，4家企业随后同步停止对外供货，造成市场供应紧张，并按照口头协议共同提高价格。2022年2月至2024年3月，4家企业将地塞米松磷酸钠原料药销售价格从8000元/公斤上涨到1.3万元/公斤，排除、限制了市场竞争，造成地塞米松磷酸钠原料药和相关制剂价格上涨，损害消费者合法利益和社会公共利益。　　根据《中华人民共和国反垄断法》规定，天津市市场监管委依法作出行政处罚决定：对自然人郭某某处以顶格罚款500万元；对4家企业没收违法所得，并分别处上一年度销售额8%的罚款，合计3.55亿元；对4家企业达成垄断协议负有个人责任的4名人员分别处以罚款60万元。责任编辑：江钰涵 
